kepid_x,kepoi_name,koi_tce_plnt_num,koi_pdisposition,koi_score,koi_period,koi_max_mult_ev,koi_prad,koi_prad_err1,koi_prad_err2,koi_ror,koi_ror_err1,koi_ror_err2,radius,radius_err1,radius_err2,teff,corrected_prad,corrected_prad_err1,corrected_prad_err2,rowid,kepid_y,fpp_koi_period,fpp_prob,fpEffectiveness,obsFpRate,reliability,fpp_prob_use,totalReliability
4472818,K03878.02,2,CANDIDATE,0.9990000000000001,15.3573445,9.701656,1.42,0.22,-0.07,0.013216,6.9e-05,-0.003903,0.965,0.159,-0.053,5827,1.42,0.22,-0.07,4765,4472818,15.357,0.83,0.87317073772368,0.08015224094918198,0.9873433139394,0.83,0.16784836336969805
5906694,K04069.01,1,CANDIDATE,0.909,13.06243545,17.23415,1.36,0.11,-0.12,0.019052,0.000975,-0.0006799999999999999,0.655,0.052000000000000005,-0.057999999999999996,4522,1.36,0.11,-0.12,4831,5906694,13.062,0.0071,0.9820672544060807,0.016192339713338985,0.9996994581441542,0.0071,0.9926015919913307
9664142,K02654.01,1,CANDIDATE,0.978,13.5631157,13.206010999999998,1.75,0.51,-0.17,0.017929,0.003638,-0.001376,0.895,0.26,-0.087,5853,1.75,0.51,-0.17,3789,9664142,13.563,0.0047,0.9480923945167073,0.03798551979069113,0.9978381936061079,0.0047,0.9931483540961592
10018233,K02655.01,1,CANDIDATE,0.894,16.2959916,14.116614000000002,1.83,0.21,-0.17,0.0174,0.001049,-0.0007070000000000001,0.9540000000000001,0.10800000000000001,-0.087,5491,1.83,0.21,-0.17,3790,10018233,16.296,0.016,0.9602150489927749,0.03340537227308625,0.9985680684491804,0.016,0.9825909793539935
8547429,K02658.01,1,CANDIDATE,0.995,11.6601667,16.824768,2.08,0.33,-0.19,0.017606,0.0005769999999999999,-0.005603,1.105,0.17600000000000002,-0.10300000000000001,5797,2.08,0.33,-0.19,3793,8547429,11.66,0.019,0.9798103218868217,0.017108784278954455,0.9996413250211039,0.019,0.980648139845703
5953297,K02733.01,1,CANDIDATE,1.0,5.62006198,20.757442,1.45,0.08,-0.06,0.017766,0.000595,-0.005239,0.7020000000000001,0.038,-0.027000000000000003,4863,1.45,0.08,-0.06,3496,5953297,5.62,0.0012,0.9920550033281762,0.006486977541606737,0.9999477090179428,0.0012,0.9987477717671214
7659389,K02734.01,1,CANDIDATE,1.0,3.8259005,21.325459,3.45,0.58,-0.31,0.03572,0.001542,-0.009336,0.885,0.147,-0.079,5223,3.45,0.58,-0.31,3497,7659389,3.826,0.016,0.992931178199742,0.005519104015381998,0.9999604906376974,0.016,0.9839611227874943
7428736,K02827.01,1,CANDIDATE,0.993,7.06321927,14.2268095,1.21,0.19,-0.16,0.01355,0.000205,-0.001357,0.818,0.13,-0.106,5305,1.21,0.19,-0.16,3892,7428736,7.063,0.00032,0.9581748802393159,0.026646856940897867,0.998804999830677,0.00032,0.9984853822307312
6436029,K02828.01,1,CANDIDATE,0.993,59.49690089999999,18.73933,2.92,0.24,-0.3,0.032075,0.00066,-0.001966,0.833,0.068,-0.084,4817,2.92,0.24,-0.3,3893,6436029,59.497,0.00016,0.9915159863817476,0.03304028761773276,0.9997076271269282,0.00016,0.9995476739065878
6436029,K02828.02,2,CANDIDATE,0.767,505.462916,12.785968,3.46,0.28,-0.35,0.038043,0.000432,-0.002889,0.833,0.068,-0.084,4817,3.46,0.28,-0.35,3894,6436029,505.463,0.057,0.9978804161097777,0.9795200159729426,0.8984088650984992,0.057,0.8471995597878846
