kepid_x,kepoi_name,koi_tce_plnt_num,koi_pdisposition,koi_score,koi_period,koi_max_mult_ev,koi_prad,koi_prad_err1,koi_prad_err2,koi_ror,koi_ror_err1,koi_ror_err2,radius,radius_err1,radius_err2,teff,corrected_prad,corrected_prad_err1,corrected_prad_err2,rowid,kepid_y,fpp_koi_period,fpp_prob,fpEffectiveness,obsFpRate,reliability,fpp_prob_use,totalReliability
9458343,K02246.01,1,CANDIDATE,1.0,11.89520436,19.004755,1.33,0.2,-0.13,0.012286,0.000593,-0.000328,0.923356054896,0.0128090998744,0.0120907467657,5862.73010808,1.2415470091252887,0.06235087060476315,-0.03691791030866503,3366,9458343,11.895,4.9e-05,0.9961738409595218,0.007538873901687144,0.9999708243285693,4.9e-05,0.9999218257581772
7802719,K02247.01,1,CANDIDATE,1.0,4.45743267,17.457829,0.79,0.06,-0.07,0.011751,0.000641,-0.000389,0.713164884707,0.00775212709751,0.00786680826952,4473.76073256,0.9171666042231224,0.05101377497222298,-0.032002747648259396,3367,7802719,4.457,7.7e-05,0.9961704195536951,0.008853099247936747,0.9999656620106946,7.7e-05,0.9998886646547198
5599774,K02337.01,1,CANDIDATE,1.0,8.49640437,18.844692,2.14,0.24,-0.2,0.027616,0.007638,-0.001667,0.821684215943,0.0259943898489,0.024629376565400003,5093.03272256,2.4834142808669695,0.6913382653744456,-0.16737208792591352,3071,5599774,8.496,0.00026,0.9961736674598725,0.007204469584621689,0.9999721266060785,0.00026,0.9997121338531608
11360805,K02422.01,1,CANDIDATE,1.0,26.7838935,18.662968,1.59,0.12,-0.08,0.017057,0.001005,-0.000464,0.782914492995,0.0123005573871,0.0115518835585,5272.71666786,1.4615054450558194,0.08912092236223701,-0.04522898865747566,2737,11360805,26.784,0.00048,0.9961736044157165,0.011526510539411092,0.999955209319347,0.00048,0.9994752308188737
11360805,K02422.02,2,CANDIDATE,0.852,57.3888262,7.999897,1.88,0.14,-0.1,0.020101,0.004406,-0.00359,0.782914492995,0.0123005573871,0.0115518835585,5272.71666786,1.7223263733990164,0.3784905655713891,-0.3086521471102765,2772,11360805,57.389,0.017,0.9573373696342151,0.19893909663301768,0.9889328136693326,0.017,0.9721209558369539
12453581,K02424.01,1,CANDIDATE,0.986,11.94019101,14.769549,1.86,0.24,-0.12,0.022753,0.00099,-0.001376,0.79222014669,0.023187004638900003,0.0219742613293,4945.36187356,1.9727316169859765,0.1034475968259767,-0.13125210568538706,2774,12453581,11.94,0.0003,0.9961139556025411,0.01885975805365706,0.9999250099295617,0.0003,0.9996250324265828
8081899,K02426.01,1,CANDIDATE,0.986,4.16056658,14.0594635,0.7,0.14,-0.06,0.007855,0.000466,-0.000312,0.929190889305,0.0127721231996,0.0129869116189,5371.70866339,0.798793620810932,0.04864400269903813,-0.03363497084420977,2776,8081899,4.161,0.003,0.9960439687068355,0.018324272462350993,0.9999258621655993,0.003,0.9969260845791025
9880190,K02509.01,1,CANDIDATE,0.976,4.5513987999999985,15.526697,1.13,0.04,-0.09,0.012288,0.000558,-0.000516,0.791980999286,0.012374337896200002,0.0123475832869,5112.06019373,1.0650731114123118,0.051148005764298884,-0.04770785156344294,3168,9880190,4.551,0.0091,0.996144877563856,0.013479654722253981,0.9999471203720093,0.0091,0.990847601576624
9574158,K02512.01,1,CANDIDATE,1.0,15.92108138,14.449293,3.14,0.77,-0.3,0.035087,0.000692,-0.010371,0.730315341509,0.021657774144200004,0.0193847418235,5133.4663236000015,2.804401019601377,0.09987819810832806,-0.8322591259303179,3171,9574158,15.921,0.48,0.9960931023557384,0.022161204724022346,0.9999111089159188,0.48,0.5199537766362778
10068659,K02602.01,1,CANDIDATE,0.993,11.47685263,14.501732,1.58,0.21,-0.18,0.01398,0.000849,-0.000485,0.921830967574,0.0236977651291,0.0221751120705,5698.89478367,1.4103987701193084,0.0930109616656579,-0.059542073519063425,2877,10068659,11.477,0.0028,0.9960949352476985,0.01976156829460415,0.9999209654127431,0.0028,0.9971211867095874
8935810,K01395.01,1,CANDIDATE,1.0,6.230335,31.010340000000006,3.7,0.74,-0.31,0.039196,0.00354,-0.004581,0.974685375132,0.0417617630903,0.037229631213000006,5251.21193743,4.1810913309098785,0.41795596513583805,-0.5140965784174972,1813,8935810,6.23,2.1e-05,0.9961747003275949,0.00047868967956077026,0.9999981609566703,2.1e-05,0.9999771609952901
9455556,K01396.01,1,CANDIDATE,1.0,6.62643441,32.735558000000005,2.54,0.31,-0.12,0.025799,0.000709,-0.000495,0.932200857418,0.0381344637369,0.0341178715781,5518.86448949,2.6320602488218316,0.12971295777124336,-0.10876619280977393,1814,9455556,6.626,3e-06,0.9961747003318018,0.000331216548578331,0.9999987277107678,3e-06,0.9999957277145847
9455556,K01396.02,2,CANDIDATE,0.992,3.70122061,15.119538,1.62,0.19,-0.08,0.016399,0.0007070000000000001,-0.000634,0.932200857418,0.0381344637369,0.0341178715781,5518.86448949,1.6730553905356496,0.09943272939468542,-0.08906834254038105,1815,9455556,3.701,1.4e-05,0.9961295316061103,0.014428015931363067,0.9999431191636659,1.4e-05,0.9999291199599976
9427402,K01397.01,1,CANDIDATE,1.0,6.247030799,36.66786,1.89,0.15,-0.19,0.035446,0.000868,-0.000567,0.596481757195,0.032034828094000004,0.0115420821665,4165.03933532,2.313917414218157,0.1365804627650015,-0.05809315954345641,1816,9427402,6.247,0.00018,0.9961747003326831,0.0001387579795567397,0.9999994670969715,0.00018,0.999819467192894
9269281,K01398.01,1,CANDIDATE,1.0,5.82348911,33.193825,3.0,0.87,-0.28,0.031846,0.001411,-0.004256,0.7722780708920001,0.0278090780202,0.0256430528913,5342.25277731,2.6916094814879266,0.15367575099755293,-0.3706516090216775,1817,9269281,5.823,0.00011,0.9961747003321305,0.0002939363065245862,0.9999988709560151,0.00011,0.99988887108021
9100484,K01399.01,1,CANDIDATE,1.0,8.75059775,23.673973,2.27,0.23,-0.13,0.026678,0.000778,-0.001073,0.7497288316930001,0.0170775214356,0.016663635144400002,4823.19888872,2.1889756791962784,0.08100117807762178,-0.1005901795672293,1818,9100484,8.751,0.00042,0.9961746923087421,0.0025290702428229206,0.9999902637545582,0.00042,0.9995702678437813
